ID,Title_CN,Fable_CN,Moral_CN,TOC
347,狗坐在马槽,一只狗睡在装满干草的马槽里，它被累坏了，口渴难耐的牛从外面的田里回来时叫醒了它。但是，狗不让他们接近马槽，咆哮着，像里面装满了最美味的肉骨头一样，全都给它自己。牛们用鄙夷的眼光看着狗。多自私啊！一只说。它自己一口也吃不到这些干草，却不肯让我们近前里去尝一尝。,寓意是：贪婪会阻碍你分享美好的事物，最终反而会让你难以得到真正的快乐。,狗
348,狼和山羊,一只饥饿的狼窥见一只山羊在一座陡峭的悬崖顶端小心翼翼地吃草，他根本没办法企图攻击它。狼假装心疼它的安危，有礼貌的大声叫道：“你在这里太危险了！请聆听我的话，下来吧！这里有最鲜嫩的草坪，你想要的尽可以得到。”山羊从悬崖边缘看了一眼，然后继续安详的吃草。,这篇文章的寓意是：即使绝境中的困难，也不要轻易放弃希望，总有更好的出路。,狼
349,驴子与蚱蜢,这天，一头驴在牧场上散步，它在牧场的一个草地角落里发现了一群蚱蜢正在欢快地鸣叫。驴以极大的欣赏倾听着蚱蜢的歌声，歌声如此欢乐，令它那愿享受快乐的心情充满了唱歌的渴望。“这是什么？”驴非常恭敬地问道，“是什么给了你们如此漂亮的声音吗？你,通过对自然界的尊重和保护，我们可以保护我们共同的家园。,驴
350,驼马,一头驴休息和喂养得很好，感觉非常充沛。它傲然地走着，抬头挺胸。它说：我爸爸当然是个良驹呀。我完全可以感觉出来。第二天它又被拴起来，晚上感觉心情很沮丧：我错了，我爸爸原来是一头驴。,这篇文章暗示，每个人都应该像驴一样，尽力做到最好，因为每个人都有可能失败，但总会有责任和勇气去接受自己的身份。,其他
351,狐狸和山羊,狐狸掉进了一口井里，虽然不是很深，但他发现自己再也出不去了。在井里呆了好久之后，一只口渴的山羊路过。山羊以为狐狸是下来喝水的，于是问水清不清。狡猾的狐狸说：够呛！这里的水是全国最优质的，跳进来尝尝吧，够我们俩喝的。口渴的山羊立刻跳了进去，开始饮水，但它的肚子太大，它就被困在了井里。,寓意：谨慎行事，不要轻信他人的谎言，以免陷入困境。,狐狸
352,猫、公鸡和小老鼠,这只非常年幼的老鼠，从未见过世界上的任何事物，第一次冒险就差点儿受到损害。他给妈妈讲述了一则关于他的冒险故事：我正漫步着，安详地转过拐角，进入另一个院子时，就看到了两个奇怪的生物!其中一个神情亲切友善，但另一个则是你能想象到的最可怕的怪物，你该看到的就是一只发出诡异叫唤的猫!!,这篇文章提醒我们，没有经验的人应该慎重冒险，因为不可预测的风险可能会影响到他们的安全。,猫
353,狼和牧羊人,一只狼已经在羊群周围潜行了很长时间了，牧羊人十分担心担心他会把羊羔给拿走，因此十分警惕地看守着。但是狼却没有去伤害羊群，反而似乎是在帮助牧羊人照顾好羊群。最后，牧羊人习惯了看到狼追随自己，以至于忘记了狼有多么邪恶。有一天，甚至把它当成自己的宝贝。,寓意：即使一开始我们有很大的恐惧，但是当我们不断的接触它们，最终我们会发现它们不是那么可怕，甚至可以成为我们的宝贝。,狼
354,孔雀与鹤,一只充满虚荣的孔雀，有一天遇到了一只鹤，为了给它留下深刻的印象，它在阳光下展开自己华丽的尾羽。它说：“看，你能拿什么来和我相比？我穿着彩虹的荣耀，而你的羽毛只是灰乎乎的灰尘！”鹤展开它宽阔的翅膀，飞向太阳。它说：“跟我来，如果你想看到我的真正伟大。”,这篇文章的寓意是：骄傲只能带来短暂的荣耀，只有崇高的理想才能获得真正的赞赏。,其他
355,农夫和鹤,有几只鹤看到一个农民正在耕翻一个大田。耕完种子之后，它们耐心地观察着农民播种。它们以为这是它们的盛宴，于是农民一走，它们便飞下田里，尽可能快地吃起来。当然，农民知道鹤的行事和伎俩，他对这类鸟的经历也不少。他很快又带着投石袋重新来到田里。但他并没有带石头，而是一袋糖果，放到地里，让鹤吃上满足，离开田里。,这篇文章的寓意是：解决问题时的关键是创造性和灵活性，而不是暴力。,其他
356,农民和他的儿子,一位富裕的老农，感到自己活不了多久，叫唤儿子们到他床边。“儿子们，”他说，“要听我说的话。千万不要把一直传承在我们家族的这块地分开，那里藏着丰富的宝藏。我不知道确切的位置，但它肯定在那里，你们一定会找到的。不要懈怠，不要有任何一块地没有翻动过。”,这篇文章的寓意是：抓住机会，勤奋努力，才能拥有丰富的宝藏。,其他
357,两个锅,两口锅，一口是黄铜的，另一口是陶土的，站在炉石上。有一天，黄铜锅向土锅提出，让他们一起出去闯荡世界。但是陶土锅考虑到明智，拒绝了他的请求，他说，我很容易就会破裂，你知道，我有多非常脆弱，遇到一点点硬物，我就会粉身碎骨地破碎。,这篇文章的寓意是：要明智衡量自己的能力，不要轻易冒险，以免自身受损。,其他
358,鹅和金蛋,从前有个乡下人，他养了一只你想象不到的神奇的鹅，每天拜访鹅窝，鹅都下了一个漂亮、闪亮、金色的蛋。乡下人把这些鸡蛋带到市场上，很快就致富了。但没过多久，他就对鹅不耐烦了，因为每天只能得到一个金色蛋，赚的钱不够快。后来有一天，他数完钱后，有个主意。,这篇文章的寓意是：贪婪会带来失败，应当尊重和感激自己拥有的一切。,其他
359,争斗的公牛和青蛙,两头公牛在一片田野里激烈地打斗，其中一边是一片沼泽地。一只住在沼泽里的老青蛙，看到这场激烈的战斗，吓得战战兢兢。“你怕什么？”一只小青蛙问。“你没看到吗？”老青蛙回答，“被打败的公牛会被赶离那里的良好的饲料，到这片沼泽地的芦苇里，然后我们都要饿死嘛！”,寓意：无论环境发生什么变化，我们都要有警惕的眼睛，对未来充满准备，以免被不利影响。,青蛙
360,老鼠和黄鼠狼,一天，一只又饿又累的老鼠找到一筐玉米，它不得不在筐子上的窄缝中努力挤进去。可玉米太诱人了，老鼠也决心要进去。最后它终于挤进去，痛快地吃得不亦乐乎。事实上，它的肚子鼓了起来，变得离起来有三倍那么大。最后，它觉得肚子快饱了，想拖着自己的身子爬出筐子，却发现自己的身子变得太大而无法离开。,寓意：满足过度会让你陷入困境。,狼
361,农夫和蛇,一个寒冷的冬早晨，一位农夫穿过他的田地。地上躺着一条蛇，冻得发僵。农夫知道这条蛇有多么的致命，然而他还是把它捡起来放在怀里，想把它暖暖的复活过来。蛇很快就复活了，当它有足够的力量的时候，它就咬了那位对它如此仁慈的人。这一口蛇咬是致命的，这位农夫死去了。,这篇文章寓意是：善有善报，恶有恶报，对人负责任的行为有时会有意外的后果。,其他
362,棍子蹒跚而行,一只雄鹿病倒了。他只有足够的力气去收集一些食物，找到一片安静的林中空地，在那里他躺下来，等待他的力量恢复。动物们听说雄鹿的病情，就来询问他的健康情况。当然，他们都很饿，大胆地吃掉了雄鹿的食物;正如你所想的，雄鹿很快就饿死了。,这篇文章表达的寓意是：在生活中，当我们遇到困难时，首先要保护自己，然后向他人寻求帮助，但同时也要小心谨慎，以避免他人利用自己的弱点。,其他
363,牧羊人与野山羊,一个寒冷的暴风雨的日子，一位牧羊人把他的羊驱赶进一个洞穴，里面也有一些野羊找到了藏身之处。牧羊人想把野羊也变成他的羊群，于是他给他们好好喂食。但是他只给自己的羊群提供足够勉强生存的食物。当天气放晴，牧羊人带着羊群出去吃饭，而野羊却跑上山，拒绝接受任何食物。,这篇文章的寓意是：无论你如何努力，如果受害者不愿接受帮助，你也拿什么帮助他们。,山羊
364,挥霍者和燕子,一个年轻人，在他的朋友中非常受欢迎，因为他是一个好的花费者，很快就把他的财产都花光了，试图与他的声誉相一致。然后，在早春的一个美好的日子，他发现自己什么钱也没有了，没有任何财产，只有他穿的衣服。他当天早上要去见一些欢乐的年轻人，他完全不知道怎么才能得到朋友的尊重，以及他们的礼物。,这篇文章的寓意是：财富是不能买到尊重的，真正的朋友会在不同状况下一直支持你。,其他
365,猫和鸟,"一只猫正在变得非常瘦。正如你猜到的,他没有吃够。有一天,他听说附近有一些鸟类生病了,需要看病。于是他戴上一副眼镜,手里拿着一个皮箱,敲响鸟类家里的门。鸟儿们吱吱叫,博士猫带着极大的关心问他们怎么样了。他很乐意给他们开药。唧唧嗤嗤,鸟儿们笑了起来。你",需要献出爱心，去帮助那些需要帮助的人，而不忘记自己也要给自己充足的养分。,猫
366,狗和牡蛎,从前有一只狗，非常喜欢吃鸡蛋。他经常去鸡舍，最后变得非常贪婪，竟然把鸡蛋整个吞下去。有一天，狗去河边散步，发现了一只牡蛎。牡蛎很快就被狗吞下去了，甲壳也一起。大家可想象，狗受到了相当大的痛楚。“我发现所有圆形的东西并不都是鸡蛋，”他叹息着说。,寓意: 贪婪只会造成苦恼，要学会区分不同的事物时机并适度把握。,狗
367,预言家的一天,一个很久以前的人相信他可以从星星上看到未来。他称自己为星相学家，晚上花很多时间凝视着天空。有一天晚上，他正在村外的露天小路上走着，目光直聚星星。他以为他从星星上看到了世界末日就要来临，但突然间，他掉进了一个满是泥水的洞里。他站在泥水中，脚踩到耳朵，拼命地挣扎，却没有脱离这一惨境。,这篇文章寓意是：很多时候，人们习惯性地把目光放在遥不可及的远方，而忽略了正前方的现实，可能会惹来很多灾难。,其他
368,三头牛和一头狮子,一只狮子正在开阔的田地里注视着三头牛在吃草，他曾试图好几次攻击它们，但是他们保持在一起，互相帮助把他赶跑了。狮子没有什么指望能把它们吃掉，因为三头有锋利的角和蹄子的牛和他比起来实在弱小。但他又不能走开，因为即使没有机会把它们吃掉，但看着它们，令他充满希望。,寓意:团结力量大，而希望永不灭。,其他
369,水星与木匠,一位可怜的樵夫正在森林中一个深池岸边砍一棵树。天色已晚，樵夫累了。他自早晨起就在劳作，但挥斧的力度不像早上那么稳准了。结果斧头失手滚进水池里了。樵夫陷入绝望，因为斧头是他谋生的工具，而他没有足够的钱去买新的。当他捶着胸叹息时，水神墨丘利出现了，他让樵夫取回他的斧头。,这篇文章传达的寓意是：即使在最绝望的时刻，希望依然存在，神一定会给人带来有用的帮助。,其他
